created_at,full_text,quote_count,reply_count,retweet_count,favorite_count,text_cleaned
Sun Jul 30 17:06:30 +0000 2023,sumpah gue stres bgt main shopee cocoki😭 tiap hari di base pada bilang 'yg hari ini lebih gampang' tapi tetep aja gue gabisaaa😭😭😭,0,0,1,0,stres main base bilang gampang
Sun Jul 30 17:06:10 +0000 2023,Kesel main cocoki gak menang2,0,0,0,0,kesal main menang
Sun Jul 30 17:05:44 +0000 2023,"hidup gw makin stres ajg pas main shopee cocoki, game kontol",0,1,0,0,hidup stres anjing main permainan kontol
Sun Jul 30 17:04:05 +0000 2023,weekend bersenang senang ❌ weekend stres main cocoki ✅,0,0,0,0,weekend bersenang senang weekend stres main
Sun Jul 30 17:03:51 +0000 2023,@clowningself TAI BGT DAH DEMI ALLAH KALO GW BISA BOTAK SECARA KONYOL GW BOTAK KARENA COCOKI,0,1,0,0,tahi botak konyol botak
Sun Jul 30 17:02:03 +0000 2023,Saking kangennya gw liat sofa di game cocoki malah inget sofa ini,0,0,0,0,saking kangennya lihat sofa permainan sofa
Sun Jul 30 17:01:58 +0000 2023,"@discountfess Pengen nyerah tapi penasaran, pengen menangin nih cocoki sekali aja, gregettt bjirrr",0,0,0,0,nyerah penasaran menangin greget bjir
Sun Jul 30 17:01:47 +0000 2023,Hari ini sibuk sampe gak main sopi cocoki 😌,0,0,0,0,sibuk main
Sun Jul 30 17:01:24 +0000 2023,"yang bisa menang main shopee cocoki gimana sih, i fight for nothing banget anjir masak udah 4 jam kagak lulus lulus level 3",0,0,0,0,menang main fight nothing masak jam lulus lulus level
Sun Jul 30 17:00:51 +0000 2023,info joki shopee cocoki😫😔,0,1,0,1,informasi joki
Sun Jul 30 17:00:36 +0000 2023,"@convomf gengsi sama shopee, masa iya aku gaisa menangin cocoki sampe sekarangggg!!!!",0,0,0,1,gengsi gaisa menangin
Sun Jul 30 17:00:35 +0000 2023,Ekspresi ku saat bermain cocoki seperti kucing garong doun 🥲 meowrahhh 😾 https://t.co/sVnf6fWGWW,0,0,0,0,ekspresi bermain kucing garong doun meowrah
Sun Jul 30 17:00:22 +0000 2023,pls doakan aku menang cocoki,0,0,0,0,doakan menang
Sun Jul 30 17:00:19 +0000 2023,benci bgt sm shopee cocoki anjg,0,0,0,0,benci anjing
Sun Jul 30 17:00:13 +0000 2023,Gue tandain lo shopee cocoki anjeng. 😡,0,0,0,0,tandain anjeng
Sun Jul 30 16:59:35 +0000 2023,@tamiinwee @adairesaturn emg anjing tuh udh gadapet voc badai cocoki gapernah menang,0,0,0,0,anjing gadapet voc badai menang
Sun Jul 30 16:59:00 +0000 2023,@tanyakanrl COCOKI JUANCOOOOKKKK,0,0,0,1,juancok
Sun Jul 30 16:57:56 +0000 2023,butuh tutor menang koin 10k di shopee cocoki woii,0,0,0,0,butuh tutor menang koin woii
Sun Jul 30 16:57:11 +0000 2023,yaAllah cocoki,0,0,0,0,
Sun Jul 30 16:57:01 +0000 2023,Kenapa orang orang main cocoki kan aku fomo,0,0,0,0,orang orang main fomo
Sun Jul 30 16:54:46 +0000 2023,GUE BENERAN STRES SAMA COCOKI ANJG https://t.co/twj50VCMmf,0,0,0,0,stres anjing
Sun Jul 30 16:54:09 +0000 2023,daripada galau mending kita main syopi cocoki,0,0,0,0,galau main
Sun Jul 30 16:54:04 +0000 2023,cocoki nih udah bikin aku pusing beneran 😭,0,0,0,0,pusing
Sun Jul 30 16:54:01 +0000 2023,ini apasih cocoki kenapa susah gini SIH,0,0,0,0,susah
Sun Jul 30 16:53:52 +0000 2023,"@discountfess Sama nder😭 motivasi belajar trs smpe bisa menangin cocoki adalah harga diri, yakali cm smpe level 3 doang ga menang😭😭😎 meskipun tiap main keluar trs kata2 umpatan wkwkw",0,2,0,0,brother motivasi belajar menangin harga yakali level menang main umpatan wkwkw
Sun Jul 30 16:53:37 +0000 2023,Dih ketagihan cocoki grgr mama,0,0,0,0,dih ketagihan gara-gara
Sun Jul 30 16:52:11 +0000 2023,sekelas pabji aja bisa gue menangin masa cuma cocoki ayam kampung gabisa,0,2,0,0,sekelas pabji menangin ayam kampung
Sun Jul 30 16:52:10 +0000 2023,udah paling bener main shopee cocoki ae emng,0,0,0,0,main
Sun Jul 30 16:51:58 +0000 2023,"Seharian frustasi gara2 shopee cocoki, gagal mulu tapi nagih 😭😭",0,0,0,0,seharian frustasi gara gagal nagih
Sun Jul 30 16:50:46 +0000 2023,WTP. Aku bisa nyelesaiin Shopee Cocoki hari ini 😭😭😭😎😎😎 https://t.co/Ljh9sA0uJ7,0,0,0,0,wtp nyelesaiin
Sun Jul 30 16:50:19 +0000 2023,Budreg dewe maen  cocoki 🙃,0,0,0,0,budreg dewe main
Sun Jul 30 16:49:48 +0000 2023,HAHAHAH AKU NANGIS BACA CAPTIONNYA. 😭 Makasih banyak kak Asa si paling lucu! Aku tunggu ya kak cenel yutub kakak... aku mau streaming kak Asa ngajarin main syopi cocoki. 🤙🏻,0,0,0,0,hahahah menangis baca captionnya terima kasih asa lucu tunggu cenel youtube kakak streaming asa mengajari main
Sun Jul 30 16:49:02 +0000 2023,Mending main sopi cocoki dah,0,0,0,0,main
Sun Jul 30 16:48:02 +0000 2023,GUEE 7 hari yg lalu bangun tidur cocoki sebelom makan cocoki abis makan cocoki sampe sebelom tidur cocoki tp skrg cocokinya diganti kairi alhamdulillah #CapekNyocoki,0,0,0,0,bangun tidur sebelom makan makan sebelom tidur cocokinya diganti kairi alhamdulillah
Sun Jul 30 16:47:55 +0000 2023,GUA LAGI MAEN COCOKI BELIAU LIVE,0,0,0,0,main beliau live
Sun Jul 30 16:47:48 +0000 2023,@discountfess Knp di shopee aku gada cocoki:(,0,0,0,0,
Sun Jul 30 16:46:41 +0000 2023,udah sejam lebih mainin shopee cocoki stress kok ga menang menang😭 https://t.co/tEjFf0pQ1i,0,0,0,2,sejam mainin stre menang menang
Sun Jul 30 16:45:56 +0000 2023,Kayaknya nggaa bakalan main cocoki shopee yang bikin emosi itu demi mendapatkan koin 10000 😡,0,0,0,0,nggaa main emosi koin
Sun Jul 30 16:45:39 +0000 2023,@Anilesram_ msh ada cocoki yg mnunggu 😆,0,1,0,0,mnunggu
Sun Jul 30 16:44:58 +0000 2023,cung yg masih payah main game cocoki?😔,0,0,0,0,cung payah main permainan
Sun Jul 30 16:44:24 +0000 2023,@yujindraft hahahahahahahhaha yang bisa bantu gw kasih tips main cocoki sampe gw menang bakal gw kasih taerae (s&amp k berlaku),0,0,0,0,hahahahahahahhaha bantu kasih tips main menang kasih taerae amp berlaku
Sun Jul 30 16:44:18 +0000 2023,Capek bgt main shopee cocoki ga menang-menang plis😵‍💫🫠🫠,0,1,0,0,cape main menang menang
Sun Jul 30 16:44:14 +0000 2023,Shopee cocoki terlalu bikin emosi untuk aku yang kesabarannya setipis rambut,0,0,0,0,emosi kesabarannya setipis rambut
Sun Jul 30 16:43:56 +0000 2023,"niatnya mau ngurangin screentime, malah ketagihan main cocoki ajg😭😭😭😭",0,0,0,0,niatnya ngurangin screentime ketagihan main anjing
Sun Jul 30 16:43:49 +0000 2023,@Attornaey Jing lu harus main cocoki.,0,1,0,0,anjing main
Sun Jul 30 16:43:42 +0000 2023,@quiescvent Stres karena cocoki.,0,0,0,0,stres
Sun Jul 30 16:43:26 +0000 2023,Ini gue udah di tahap merasa lebih gampang buat jadi pacar Haruto dibandingin menang game cocoki,1,0,0,0,tahap gampang pacar haruto dibandingin menang permainan
Sun Jul 30 16:42:41 +0000 2023,Orang orang pinter bgt bisa dpt 10000 cocoki 😭,0,0,0,0,orang orang pintar
Sun Jul 30 16:41:43 +0000 2023,@kaniasaja79 Tertular main cocoki ✔️,0,1,0,0,tertular main
Sun Jul 30 16:39:57 +0000 2023,ADA GA YANG OPEN JOKI COCOKI?! GUE UDAH MUAK ANJENGGGGGGGGGG,0,0,0,0,open joki muak anjeng
Sun Jul 30 16:39:33 +0000 2023,Main shopee cocoki ngelepas stress ❌ Main shopee cocoki makin stress soalnya ga menang-menang ✔️,0,2,0,0,main ngelepas stre main stre menang menang
Sun Jul 30 16:37:17 +0000 2023,kl gw tbtb ilang artinya lg main game shopee cocoki,0,2,0,0,hilang main permainan
Sun Jul 30 16:36:15 +0000 2023,grgr shopee cocoki jdi berantem terus kan anjg,0,0,0,0,gara-gara berantem anjing
Sun Jul 30 16:35:37 +0000 2023,@tanyarlfes nder kok bisa😭aku ga pernah menang main cocoki,0,0,0,2,brother bisaaku menang main
Sun Jul 30 16:35:07 +0000 2023,"@discountfess sumpa gedeg aku tl cocoki semua ngomongnya, aku dah muak mending main tebak kata😭🙏",0,0,0,0,sumpa gedek timeline mengomongnya muak main tebak
Sun Jul 30 16:32:32 +0000 2023,Kok ada org menang cocoki,0,0,0,0,orang menang
Sun Jul 30 16:30:47 +0000 2023,4x.. lumayan juga udah dapet 40k coin dari main cocoki walau bikin sedikit stress 🤏😅 https://t.co/XGJqCOJQj8,0,0,0,1,lumayan coin main stre
Sun Jul 30 16:29:51 +0000 2023,Bbrp hri ini main shopee cocoki msh betah di level 3 mlu 😔,0,0,0,0,main betah level malu
Sun Jul 30 16:28:51 +0000 2023,main cocoki tu bikin ngantuk,0,0,0,0,main ngantuk
Sun Jul 30 16:28:05 +0000 2023,oke balik main shopi cocoki,0,0,0,0,oke main
Sun Jul 30 16:27:57 +0000 2023,EMOSI BANGET MAIN COCOKI JAM SEGINI!!!!,0,0,0,0,emosi main jam
Sun Jul 30 16:27:49 +0000 2023,GUE AKAN MUTE KATA COCOKI SOALNYA GREGET LIAT YG MENANG,0,0,0,0,mute greget lihat menang
Sun Jul 30 16:27:10 +0000 2023,Ya ampyun dari kemarin gatembus2 cocoki,0,1,0,0,ampyun kemarin gatembus
Sun Jul 30 16:27:06 +0000 2023,doakan gweh mau main cocoki,0,0,0,0,doakan gweh main
Sun Jul 30 16:26:28 +0000 2023,Gimana sih main shopee cocoki :(,0,0,0,0,main
Sun Jul 30 16:26:24 +0000 2023,shopee cocoki bangsat tai anjing pergi aj jauh jauh,0,0,0,1,bangsat tahi anjing pergi
Sun Jul 30 16:26:15 +0000 2023,shopee cocoki bsok dah gada ya?,0,0,0,0,
Sun Jul 30 16:25:47 +0000 2023,"Ini lu abis liat foto sengcol yg ini trus maen sopi cocoki,stressnya bukan ilang malah tambah pengen jambak orang nih",0,0,0,0,lihat foto sengcol main stre hilang jambak orang
Sun Jul 30 16:25:26 +0000 2023,energi gue habis dikuras cocoki,0,0,1,0,energi dikuras
Sun Jul 30 16:25:18 +0000 2023,@biribiriketjil @discountfess Iya kak tadi jam 8 fs yang warna inii seharga 58k trs aku komboin sm voc live dan shopee hasil cocoki😭🙏,0,1,0,0,jam fs warna seharga komboin voc live hasil
Sun Jul 30 16:24:53 +0000 2023,SHOPEE YG BENER AJA INI COCOKI GAME APA ANJJJJJJIIIIR SUSAH BTULL,0,0,0,0,permainan susah btull
Sun Jul 30 16:24:36 +0000 2023,stress mainan cocoki,0,0,0,0,stre mainan
Sun Jul 30 16:24:26 +0000 2023,"main cocoki bisa dpet koin brp sih??? dr kemaren bikin stress""",0,1,0,1,main dpet koin kemarin stre
Sun Jul 30 16:24:15 +0000 2023,"Ya Allah salah bgt gue main cocoki jam segini, bawaannya mau marah marah ajg",0,0,0,0,salah main jam bawaannya marah marah anjing
Sun Jul 30 16:23:29 +0000 2023,"*lagi main shopee cocoki di motor (nungguin bude blanja)* Mas mas out of nowhere: Dek, ini berasnya""  Ak: 👁👄👁""",0,0,0,0,main motor menunggu bude blanja mas mas out of nowhere adik berasnya
Sun Jul 30 16:22:58 +0000 2023,ini gua udah di tahap merasa lebih gampang buat jadi pacar ling chao dibanding menang game cocoki https://t.co/tMJgxWAowJ,0,0,0,0,tahap gampang pacar ling chao dibanding menang permainan
Sun Jul 30 16:22:48 +0000 2023,@cainkyungjoon Game cocoki apa sih lewat tl mulu 😭,0,1,0,0,permainan timeline
Sun Jul 30 16:22:25 +0000 2023,"kok orang-orang bisa menang main cocoki yaa, kek wtf???!?!?!? mata aku sampe sakit ngga pernah menang",0,0,0,0,orang orang menang main kayak what the fuck mata sakit menang
Sun Jul 30 16:22:07 +0000 2023,Soalnya gue jdi keseringan main cocoki 😭😭😭😭,0,0,0,0,keseringan main
Sun Jul 30 16:22:07 +0000 2023,@tanyarlfes Shopee cocoki yg tidak bisa menang itu 🙂 https://t.co/tImF42R68d,0,0,0,0,menang
Sun Jul 30 16:22:07 +0000 2023,aseli maen cocoki seharian sakit kepala,0,0,0,0,aseli main seharian sakit kepala
Sun Jul 30 16:22:01 +0000 2023,Shopee cocoki gajelas,0,0,0,0,
Sun Jul 30 16:21:06 +0000 2023,alhamdulillah kelar smw urusan hari ini🙏 waktunya main cocoki,0,0,0,0,alhamdulillah kelar urusan main
Sun Jul 30 16:20:52 +0000 2023,kesel banget main cocoki plssss,0,0,0,0,kesal main
Sun Jul 30 16:20:49 +0000 2023,Cocoki hari ini kerasa susah bgt ga sih? Baru sekarang selesai 😭 https://t.co/cdUJijlpFH,0,0,0,0,kerasa susah selesai
Sun Jul 30 16:20:40 +0000 2023,AKHIRNYA GUE BISA MENANGIN COCOKI ANJ STRESS BERHARI HARI KARNA INI GAME😭😭😭👊🏻👊🏻👊🏻 https://t.co/buAwa3FxIg,0,0,0,0,menangin anjing stre berhari permainan
Sun Jul 30 16:20:34 +0000 2023,kapan bisa memenangkan cocoki 🥲,0,1,0,0,memenangkan
Sun Jul 30 16:20:31 +0000 2023,kesel bgt main cocoki ga menang menang anjir,0,0,0,0,kesal main menang menang
Sun Jul 30 16:19:50 +0000 2023,@discountfess Dah stress si sebenernya main cocoki tp masi dimainin teros 😭,0,0,0,0,stre main dimainin teros
Sun Jul 30 16:19:47 +0000 2023,depresi main cocoki ga menang menang,0,0,0,0,depresi main menang menang
Sun Jul 30 16:19:29 +0000 2023,benci banget sama shopee cocoki itu lah,0,0,0,0,benci
Sun Jul 30 16:19:28 +0000 2023,shopee cocoki sangat menguras otak:)) https://t.co/0y897VcP5b,0,0,0,0,menguras otak
Sun Jul 30 16:19:27 +0000 2023,I'm still trying untuk memenangkan cocoki,0,0,0,0,trying memenangkan
Sun Jul 30 16:19:26 +0000 2023,aing dah muak dgn cocoki ini 😭😭😭 https://t.co/FF8qD6ao58,0,0,0,0,muak
Sun Jul 30 16:19:16 +0000 2023,COCOKI INI EMANG NGRUSAK PSIKIS,0,0,0,0,merusak psikis
Sun Jul 30 16:19:04 +0000 2023,@oobacip coba aja search cocoki kadang ada yg share tips per harinya wkwk,0,0,0,0,coba search kadang share tips harinya
Sun Jul 30 16:17:27 +0000 2023,harga diri gue ini mah udh lebih dari 2 minggu level 3 pun gaada yg lolos tuh sopi cocoki diri gue brasa dipermainkan,0,0,0,0,harga mah minggu level lolos berasa dipermainkan
Sun Jul 30 16:16:56 +0000 2023,cocoki jancok,0,0,0,0,
Sun Jul 30 16:16:49 +0000 2023,cpek bgt maen cocoki gk mnang2 anjr,0,0,0,0,cpek main mnang anjr
Sun Jul 30 16:16:25 +0000 2023,shopee cocoki kontol,0,0,0,0,kontol
Sun Jul 30 16:16:03 +0000 2023,@convomf cara menang shopee cocoki😔,0,0,0,0,menang
Sun Jul 30 16:15:27 +0000 2023,kemungkinan gw pacaran sm yujin lebih gede drpd menang cocoki anjggggggg,0,0,0,0,pacaran yujin gede menang anjing
Sun Jul 30 16:15:16 +0000 2023,@discountfess Cocoki hr ini susah bgt anjerrr😭😭☝️,0,0,0,0,susah anjer
Sun Jul 30 16:15:07 +0000 2023,"@discountfess sender kalo interview kerja ditanya kelebihan kamu apa, jawab aja saya menang shopee cocoki berturut turut pak.",0,0,0,0,sender interview kerja kelebihan menang
Sun Jul 30 16:15:06 +0000 2023,Kapan ya menang Cocoki,0,0,0,0,menang
Sun Jul 30 16:14:55 +0000 2023,"@pinewithy @discountfess Kayaknya sendernya ngedit deh jadi background cocoki, kalo mau liat hasil pendapatan koin klik yang ini aja https://t.co/38pPow7m0b",0,1,0,0,sendernya ngedit background lihat hasil pendapatan koin klik
Sun Jul 30 16:14:52 +0000 2023,Sumpah aku kira menangin cocoki bakal bikin aku udahan dah main ini udah muak bgt menang sekali cukup TAPI TERNYATA TIDAK  Ternyata bikin aku ngerasa sepertinya aku bisa win another round lagi alias ini lagi nunggu ganti hari buat nyoba cocoki lagi😭😭😭😭😭😭😭😭😭,0,0,0,0,menangin udahan main muak menang win another round menunggu ganti mencoba
Sun Jul 30 16:14:46 +0000 2023,"Eh shopee cocoki, gue kalo di wesane jago ya maen begituan",0,0,0,0,wesane jago main begituan
Sun Jul 30 16:14:33 +0000 2023,@cudcle @soasixlu GAME SHOPEE YG BARU NAMANYA COCOKI MAIN ITU PLS CE,0,1,0,0,permainan namanya main cewek
Sun Jul 30 16:14:22 +0000 2023,liat dah se struggle apa diri ini main cocoki. https://t.co/ZCEajYqkuQ,0,1,0,0,lihat struggle main
Sun Jul 30 16:13:47 +0000 2023,DEMI ALLAH COCOKI AKHIRNYA AKSHSHHS https://t.co/x90CuNXZWe,0,0,0,1,akshshhs
Sun Jul 30 16:13:37 +0000 2023,atuh aku juga pengen menang main game shopee cocoki 😔😔😔,0,0,0,0,menang main permainan
Sun Jul 30 16:13:21 +0000 2023,"iriku sederhana, hanya dg mlihat sender diskonfess yg slalu pamer menang cocoki alias SHHHTTT DIAM AK STRESSS",0,0,0,0,iriku sederhana mlihat sender diskonfe pamer menang sht diam stres
Sun Jul 30 16:12:34 +0000 2023,cocoki anj gua ga menang2 ini lvl3 kenapa sesusah ini,0,0,0,0,anjing menang lvl sesusah
Sun Jul 30 16:12:33 +0000 2023,@Youtiful325 SEMANGAT! KAMU PSTI BISA! Menangin cocoki ni udah bukan lagi masalah coinsnya tapi pridenya wkwkwk😭,0,0,0,0,semangat menangin coinsnya pridenya wkwkwk
Sun Jul 30 16:12:32 +0000 2023,"Yang bikin shopee cocoki nih beneran sukses, sukses bikin orang emosi.",0,5,0,1,sukses sukses orang emosi
Sun Jul 30 16:11:45 +0000 2023,FRUSTASI SM COCOKI SOPI!!!,0,0,0,0,frustasi
Sun Jul 30 16:11:40 +0000 2023,sihal salkir tautan cocoki ke shopee bu kaprodi ^____^ INI GMN GA BISA DIUNSENT https://t.co/hWYQ89bZvS,0,3,0,0,sihal salkir tautan bu kaprodi diunsent
Sun Jul 30 16:11:11 +0000 2023,"@my0onlight Mending main yg bener tu monopoli, masa udah ga menang2 cocoki terus kalah monopoli juga  Buset menang cocoki kayak apa banget hahahahahhaha",0,1,0,0,main monopoli menang kalah monopoli buset menang hahahahahhaha
Sun Jul 30 16:11:08 +0000 2023,"g mut, soalnya abis main sopi cocoki stres. https://t.co/HW5m9XxWKR",0,3,0,2,mut main stres
Sun Jul 30 16:10:32 +0000 2023,@discountfess Kok di akun gue gaada cocoki yaaa,0,0,0,0,akun
Sun Jul 30 16:09:57 +0000 2023,"@tanyakanrl Menangizzz, main sopi cocoki",0,0,0,0,menangiz main
Sun Jul 30 16:09:14 +0000 2023,@dindasukma Cuman cocoki yg bisa bikin dinsuk ngetweet🤣🤣,0,1,0,0,dinsuk ngetweet
Sun Jul 30 16:09:08 +0000 2023,tiba tiba suddenly i merasa jenius bgt main cocoki di dua akun menang terus https://t.co/alH0dZwCRW,0,0,0,0,suddenly jenius main akun menang
Sun Jul 30 16:08:42 +0000 2023,mau main cocoki,0,1,0,0,main
Sun Jul 30 16:08:23 +0000 2023,orang2 yg pada bisa menang shopee cocoki ni pada les dmn yh?,0,0,0,0,orang menang les
Sun Jul 30 16:07:39 +0000 2023,@oxalistetraphyl Kenapa puc kenapaa?? Shopee cocoki?,0,0,0,0,puc
Sun Jul 30 16:07:31 +0000 2023,"ANJINGG GW KAPAN INI COCOKI GA KELAR DALEM BANGETTAIII""",0,0,0,0,anjingg kelar dalem bangettai
Sun Jul 30 16:07:09 +0000 2023,anjing udah jam 11 aja gue main cocoki dari maghrib😭 memang babi dah kaga menang menang,0,0,0,0,anjing jam main maghrib babi kagak menang menang
Sun Jul 30 16:07:04 +0000 2023,udh ah mw main cocoki bntar trs scroll tiktok trs boboo,0,0,0,0,ah main bentar scroll tiktok boboo
Sun Jul 30 16:06:46 +0000 2023,"saya aslinya 2 orang, satu sisi percaya kalo shopee cocoki itu gaada ujungnya, satunya main terus nonstop ampe berjam jam",0,0,0,0,aslinya orang sisi percaya ujungnya satunya main nonstop berjam jam
Sun Jul 30 16:06:38 +0000 2023,buka jasa joki cocoki pls,0,0,0,0,buka jasa joki
Sun Jul 30 16:06:35 +0000 2023,Cita citaku pengen jadi atlet shopee cocoki,0,1,0,0,cita citaku atlet
Sun Jul 30 16:05:54 +0000 2023,Eh cocoki ni jancok banget,0,0,0,0,
Sun Jul 30 16:05:53 +0000 2023,cocoki gem tai,0,0,0,0,gem tahi
Sun Jul 30 16:05:47 +0000 2023,Kok kesel ya main cocoki,0,0,0,0,kesal main
Sun Jul 30 16:05:26 +0000 2023,sopi cocoki ni kek gimana si? rame bgt lewat terus di tl,0,0,0,0,kayak ramai timeline
Sun Jul 30 16:04:29 +0000 2023,@discountfess kok sopi gue gada cocoki?! gmn caranya,0,0,0,0,
Sun Jul 30 16:03:54 +0000 2023,GAME ANJING COCOKI NIH SIAPA SIH YANG BIKINNNNN,0,0,0,0,permainan anjing
Sun Jul 30 16:03:52 +0000 2023,"udah update, semoga menang cocoki karena demi tuhan gue belum menang juga jancok",1,0,0,1,update semoga menang tuhan menang
Sun Jul 30 16:03:50 +0000 2023,"@abcddindaaa @discountfess kalo iphone pake link, cari aja di twitt link cocoki  shopee wkwkwk",0,0,0,0,iphone pakai link cari twitter link wkwkwk
Sun Jul 30 16:03:38 +0000 2023,EHHHH KENAPA SHOPEE KU GAADA COCOKI SIH DARI KEMARIN KEMARIN BEGINI😭 GUE OENGEN MAIN COCOKI https://t.co/HlNnTmWGnt,0,0,0,0,kemarin kemarin main
Sun Jul 30 16:03:17 +0000 2023,@tersangcute Capek sama cocoki,0,1,0,0,cape
Sun Jul 30 16:02:34 +0000 2023,@discountfess Ini fitur shopee cocoki dmn sih? Kalau mau main gimana caranya?,0,0,0,0,fitur main
Sun Jul 30 16:02:08 +0000 2023,memakai laptop soalnya hp dipake teteh buat main shopee cocoki😓,0,0,0,0,memakai laptop handphone dipakai teteh main
Sun Jul 30 16:01:01 +0000 2023,Banyak hal bermanfaat yg bisa dilakukan dari jam 9 - jam 11 malam ini tapi aku memilih bermain syopi cocoki,0,1,0,1,bermanfaat jam jam malam memilih bermain
Sun Jul 30 16:00:36 +0000 2023,mo main cocoki biar ga stress,0,0,0,0,main stre
Sun Jul 30 16:00:32 +0000 2023,😋 main cocoki hokinya jam segini https://t.co/rngdoO1Amy,0,1,0,0,main hokinya jam
Sun Jul 30 16:00:25 +0000 2023,"@tanyakanrl EMOSINYA KERASA SAMPE SINIII BJIRR. GUE JG UDH LAMA BNGT MAININ INI GAME COCOKI, TPI BRU MENANG SEKALI DAN TMN GUE UDH MENANG 12x😤😤.YESS BENEER INI BKN LGI SOAL KOIN 10REBUUU, TPI HRGA DIRI TERINJAK GARA² COKCOKII ANJ, GUE BANTAI LO MALEM INII cokcokiii🖕☺",0,0,0,0,emosinya kerasa bjirr mainin permainan menang teman menang ye beneer koin rebu hrga terinjak gara cokcokii anjing bantai malam cokcoki
Sun Jul 30 16:00:11 +0000 2023,AKHIRNYA BERHASIL MENANG COCOKI AHDGSKKSHSKAK LMAO,0,1,0,0,berhasil menang ahdgskkshskak lmao
Sun Jul 30 15:59:19 +0000 2023,Udah lah cape sama cokicoki alias cocoki,0,0,0,0,capek cokicoki
Sun Jul 30 15:58:39 +0000 2023,Lama² gue pake joki cocoki nihhh,0,0,0,0,pakai joki
Sun Jul 30 15:58:20 +0000 2023,cocoki game terkutuk AH ANJG sebel bgt ga prnah menang,0,1,0,0,permainan terkutuk ah anjing sebel menang
Sun Jul 30 15:57:05 +0000 2023,"@discountfess Ga sama nder, alias aku cape bgt main cocoki belum pernah menang huhu gregettt",0,0,0,0,brother capek main menang huhu greget
Sun Jul 30 15:57:03 +0000 2023,Mumet cocoki,0,0,0,0,pusing
Sun Jul 30 15:56:51 +0000 2023,"Aku ke sini cuman mau ngadu, GAME COCOKI KENAPA GAK ABIS ABIS HEY?! 😡",1,0,0,0,mengadu permainan hai
Sun Jul 30 15:56:26 +0000 2023,Seneng bngt dari sekian hari akhirnya menang cocoki 🥺🫶🏻 https://t.co/ZxG0OhgSEI,0,2,0,0,senang sekian menang
Sun Jul 30 15:56:15 +0000 2023,@discountfess aku ga ada cocoki :(,0,0,0,0,
Sun Jul 30 15:55:00 +0000 2023,"pamer kemaren2 sender ga pernah menang cocoki, tapi hari ini katanya gampang dan emang bener woyyy, pertama kalinya menang huhuu seneng bgt😭😭 ada yg sama ga?? https://t.co/Yt5dkXo66N",2,17,0,5,pamer kemarin sender menang gampang woy kalinya menang huhuu senang
Sun Jul 30 15:54:32 +0000 2023,Cocoki bgst,0,1,0,0,bangsat
Sun Jul 30 15:53:56 +0000 2023,"Shopee cocoki ini level susahnya dakjal banget, bisa bisanya lebih susah dari pada homescapes.",0,0,0,0,level susahnya dakjal bisanya susah homescapes
Sun Jul 30 15:53:37 +0000 2023,"@sukaaries oke aul, saatnya ak berteman dngan game cocoki shopee",0,0,0,0,oke aul berteman permainan
Sun Jul 30 15:53:24 +0000 2023,shopee cocoki biarin gw menang sekali aja plis banget,0,0,0,0,biarkan menang
Sun Jul 30 15:52:28 +0000 2023,"cocoki emang game stress, niat nonton drama eh malah ujung2nya maen game ini",0,0,0,0,permainan stre niat menonton drama ujungnya main permainan
Sun Jul 30 15:52:07 +0000 2023,dah nyerah bgt sm shopee cocoki,0,0,0,0,nyerah
Sun Jul 30 15:51:31 +0000 2023,Gue stres main cocoki anj,0,0,0,0,stres main anjing
Sun Jul 30 15:51:23 +0000 2023,Hiburan bgt twit org yg main cocoki. Pada lucu2 komennya 😂,0,0,0,0,hiburan twit orang main lucu komennya
Sun Jul 30 15:50:45 +0000 2023,ihh ajg gue lagi pusing main sopi cocoki buka twitter malah makin pusing gara² war wer wor😡,0,0,0,5,ih anjing pusing main buka twitter pusing gara war wer wor
Sun Jul 30 15:50:23 +0000 2023,@lildoubleway hidup lagi stress tapi malah maen game shopee cocoki 😭😭🙏,0,1,0,0,hidup stre main permainan
Sun Jul 30 15:50:16 +0000 2023,@alenosaurus @discountfess jokiin cocoki ku dong kak,0,1,0,0,jokiin
Sun Jul 30 15:50:09 +0000 2023,@shankararn Kecapean main cocoki 👊🏻,0,1,0,0,kecapean main
Sun Jul 30 15:49:14 +0000 2023,Stress maen cocoki,0,0,0,0,stre main
Sun Jul 30 15:48:30 +0000 2023,@discountfess gue juga dapet kok main cocoki.. dapet stressnya,0,0,0,0,main stre
Sun Jul 30 15:48:24 +0000 2023,cocoki cuki susah bgt asu,0,0,0,0,cuki susah asu
Sun Jul 30 15:47:45 +0000 2023,"joki shopee cocoki dong, gua dh stress bngt ni",0,0,0,0,joki stre
Sun Jul 30 15:47:44 +0000 2023,SUMPAHHH COKKK GW UDH MO MENANG KURANG SATU SLOT 😭 (context : cocoki),0,0,0,0,cok menang slot context
Sun Jul 30 15:46:39 +0000 2023,@reliebelie ini cocoki udah bisa di ios kah? gw kok ga nemu mulu sih 😭,0,1,0,0,ios nemu
Sun Jul 30 15:46:39 +0000 2023,"dengerin space smbil main shopee cocoki, stress tp ngakak 😭",0,0,0,0,dengarkan space main stre mengakak
Sun Jul 30 15:46:35 +0000 2023,selain mau lolos msib aku juga muk menang cocoki😤😤,0,1,0,0,lolos msib menang
Sun Jul 30 15:46:13 +0000 2023,Main cocoki dl ga si,0,2,0,0,main
